2.167733013629913330e-01,8.174026012420654297e-01,6.595907962037017569e-07,2.933651208877563477e-01,8.075771331787109375e-01,-4.011923074722290039e-02,3.613791167736053467e-01,7.423787117004394531e-01,-5.666181445121765137e-02,4.115756452083587646e-01,6.784045696258544922e-01,-6.892604380846023560e-02,4.567852616310119629e-01,6.431822776794433594e-01,-8.024593442678451538e-02,3.315878808498382568e-01,5.194975733757019043e-01,-2.729178592562675476e-02,3.651215732097625732e-01,4.031629264354705811e-01,-4.426401108503341675e-02,3.813500404357910156e-01,3.276412487030029297e-01,-6.082226336002349854e-02,3.915114402770996094e-01,2.600823342800140381e-01,-7.427629083395004272e-02,2.838098406791687012e-01,4.814059734344482422e-01,-2.401306107640266418e-02,3.028558194637298584e-01,3.325747549533843994e-01,-3.912916779518127441e-02,3.154797554016113281e-01,2.384488880634307861e-01,-5.627629905939102173e-02,3.222809135913848877e-01,1.620879769325256348e-01,-6.869497895240783691e-02,2.357515096664428711e-01,4.817743599414825439e-01,-2.538072504103183746e-02,2.405310869216918945e-01,3.414006233215332031e-01,-4.392655566334724426e-02,2.462612986564636230e-01,2.549057900905609131e-01,-6.156688928604125977e-02,2.515228986740112305e-01,1.795164048671722412e-01,-7.307445257902145386e-02,1.867623180150985718e-01,5.133853554725646973e-01,-3.025686927139759064e-02,1.802490353584289551e-01,4.079751372337341309e-01,-5.010998249053955078e-02,1.774979829788208008e-01,3.419714570045471191e-01,-6.105864048004150391e-02,1.794116795063018799e-01,2.780600786209106445e-01,-6.713325530290603638e-02,0.000000000000000000e+00
2.113637030124664307e-01,8.265213966369628906e-01,5.548680519495974295e-07,2.909198701381683350e-01,8.062543869018554688e-01,-3.377509862184524536e-02,3.614429235458374023e-01,7.387906312942504883e-01,-4.856972023844718933e-02,4.126767516136169434e-01,6.735890507698059082e-01,-6.145250424742698669e-02,4.565163254737854004e-01,6.383173465728759766e-01,-7.365203648805618286e-02,3.317251801490783691e-01,5.185819268226623535e-01,-2.086261659860610962e-02,3.650870621204376221e-01,4.035566747188568115e-01,-4.048969224095344543e-02,3.804261982440948486e-01,3.302929699420928955e-01,-5.886190012097358704e-02,3.909828960895538330e-01,2.646552622318267822e-01,-7.320953160524368286e-02,2.840495407581329346e-01,4.805595278739929199e-01,-2.176237106323242188e-02,3.046236038208007812e-01,3.306603729724884033e-01,-3.934345394372940063e-02,3.169114887714385986e-01,2.398416996002197266e-01,-5.689808726310729980e-02,3.249830007553100586e-01,1.644894182682037354e-01,-6.972617655992507935e-02,2.362268120050430298e-01,4.810367226600646973e-01,-2.743470296263694763e-02,2.423740327358245850e-01,3.400798141956329346e-01,-4.743893817067146301e-02,2.474155426025390625e-01,2.536438107490539551e-01,-6.372398138046264648e-02,2.531365454196929932e-01,1.775770783424377441e-01,-7.461787760257720947e-02,1.870966106653213501e-01,5.119529962539672852e-01,-3.647440671920776367e-02,1.800530850887298584e-01,4.071381688117980957e-01,-5.669185146689414978e-02,1.764230281114578247e-01,3.402583003044128418e-01,-6.677169352769851685e-02,1.774458885192871094e-01,2.747978568077087402e-01,-7.263177633285522461e-02,0.000000000000000000e+00
2.170791327953338623e-01,8.450322151184082031e-01,6.439615845010848716e-07,2.998342812061309814e-01,8.265200853347778320e-01,-3.974698483943939209e-02,3.752090930938720703e-01,7.542546391487121582e-01,-5.782700330018997192e-02,4.331669211387634277e-01,6.875138282775878906e-01,-7.302160561084747314e-02,4.842931926250457764e-01,6.522103548049926758e-01,-8.753012865781784058e-02,3.449810743331909180e-01,5.183562040328979492e-01,-2.833348698914051056e-02,3.788506388664245605e-01,3.943895697593688965e-01,-5.005658045411109924e-02,3.945967555046081543e-01,3.133899569511413574e-01,-7.017771154642105103e-02,4.053630232810974121e-01,2.395258545875549316e-01,-8.604657649993896484e-02,2.935820519924163818e-01,4.773250818252563477e-01,-2.844961360096931458e-02,3.143860101699829102e-01,3.151845932006835938e-01,-4.796976596117019653e-02,3.273393213748931885e-01,2.148875892162322998e-01,-6.743475794792175293e-02,3.352071046829223633e-01,1.303955316543579102e-01,-8.157686889171600342e-02,2.418436408042907715e-01,4.783726930618286133e-01,-3.355291113257408142e-02,2.494796216487884521e-01,3.258146345615386963e-01,-5.559894815087318420e-02,2.544663250446319580e-01,2.314776480197906494e-01,-7.355707883834838867e-02,2.600452601909637451e-01,1.472384333610534668e-01,-8.535755425691604614e-02,1.892540305852890015e-01,5.125565528869628906e-01,-4.249925911426544189e-02,1.831358373165130615e-01,3.976086676120758057e-01,-6.491102278232574463e-02,1.798006892204284668e-01,3.254729211330413818e-01,-7.607168704271316528e-02,1.811782717704772949e-01,2.551438510417938232e-01,-8.238637447357177734e-02,0.000000000000000000e+00
7.270988821983337402e-01,6.826977133750915527e-01,4.203415642223262694e-07,6.693733334541320801e-01,6.803041696548461914e-01,-2.131284028291702271e-02,6.228045225143432617e-01,6.226252317428588867e-01,-3.248013556003570557e-02,5.925584435462951660e-01,5.702627897262573242e-01,-4.060464724898338318e-02,5.639074444770812988e-01,5.381001830101013184e-01,-4.919680580496788025e-02,6.538960933685302734e-01,4.741629064083099365e-01,-2.521640248596668243e-02,6.377122998237609863e-01,3.791976869106292725e-01,-3.900087624788284302e-02,6.302963495254516602e-01,3.153055906295776367e-01,-5.093402415513992310e-02,6.244943737983703613e-01,2.621851265430450439e-01,-6.041727215051651001e-02,6.922868490219116211e-01,4.524966180324554443e-01,-2.747916243970394135e-02,6.862095594406127930e-01,3.411510586738586426e-01,-3.887687250971794128e-02,6.820853352546691895e-01,2.667473256587982178e-01,-5.083067342638969421e-02,6.780760884284973145e-01,2.065488398075103760e-01,-6.009775027632713318e-02,7.291864156723022461e-01,4.592061936855316162e-01,-3.199001029133796692e-02,7.263473868370056152e-01,3.508372306823730469e-01,-4.680982232093811035e-02,7.234460115432739258e-01,2.823228538036346436e-01,-5.954663082957267761e-02,7.196949720382690430e-01,2.241305261850357056e-01,-6.852267682552337646e-02,7.630974054336547852e-01,4.851298332214355469e-01,-3.773435950279235840e-02,7.691739797592163086e-01,4.038639962673187256e-01,-5.374767631292343140e-02,7.706202268600463867e-01,3.498141467571258545e-01,-6.171743571758270264e-02,7.697753906250000000e-01,2.987565994262695312e-01,-6.673190742731094360e-02,0.000000000000000000e+00
7.278707027435302734e-01,6.970571279525756836e-01,3.850629468615807127e-07,6.698556542396545410e-01,6.813029646873474121e-01,-2.027932927012443542e-02,6.220038533210754395e-01,6.234095096588134766e-01,-3.101331368088722229e-02,5.909465551376342773e-01,5.720999240875244141e-01,-3.988300636410713196e-02,5.633445382118225098e-01,5.370715856552124023e-01,-4.870926961302757263e-02,6.549637913703918457e-01,4.724078774452209473e-01,-1.924557052552700043e-02,6.362177133560180664e-01,3.777729868888854980e-01,-3.364970162510871887e-02,6.274156570434570312e-01,3.179703354835510254e-01,-4.657223820686340332e-02,6.214746832847595215e-01,2.661439180374145508e-01,-5.650382488965988159e-02,6.911923289299011230e-01,4.515047371387481689e-01,-2.273119613528251648e-02,6.839371919631958008e-01,3.370454013347625732e-01,-3.329410776495933533e-02,6.793648004531860352e-01,2.637057900428771973e-01,-4.427123814821243286e-02,6.756189465522766113e-01,2.051662802696228027e-01,-5.297832936048507690e-02,7.270514369010925293e-01,4.565533399581909180e-01,-2.919201552867889404e-02,7.246030569076538086e-01,3.468850851058959961e-01,-4.229506850242614746e-02,7.210241556167602539e-01,2.799173593521118164e-01,-5.228520929813385010e-02,7.164776325225830078e-01,2.229217886924743652e-01,-5.974411219358444214e-02,7.619560956954956055e-01,4.823862016201019287e-01,-3.748810291290283203e-02,7.687852382659912109e-01,4.012190997600555420e-01,-5.085223913192749023e-02,7.698161602020263672e-01,3.493959903717041016e-01,-5.618165060877799988e-02,7.679909467697143555e-01,3.024581670761108398e-01,-5.964372307062149048e-02,0.000000000000000000e+00
7.302978038787841797e-01,6.993134021759033203e-01,3.815695492903614650e-07,6.715063452720642090e-01,6.837320327758789062e-01,-1.969581842422485352e-02,6.226869225502014160e-01,6.258503198623657227e-01,-3.036889620125293732e-02,5.904754400253295898e-01,5.741542577743530273e-01,-3.950535878539085388e-02,5.620209574699401855e-01,5.372667312622070312e-01,-4.863271117210388184e-02,6.534252762794494629e-01,4.702556133270263672e-01,-1.779823377728462219e-02,6.346555352210998535e-01,3.721330165863037109e-01,-3.250656649470329285e-02,6.259660720825195312e-01,3.100119233131408691e-01,-4.559129476547241211e-02,6.208885908126831055e-01,2.570572495460510254e-01,-5.550988018512725830e-02,6.901617050170898438e-01,4.485708177089691162e-01,-2.172748930752277374e-02,6.825443506240844727e-01,3.302793800830841064e-01,-3.232016414403915405e-02,6.781516075134277344e-01,2.555755972862243652e-01,-4.329171404242515564e-02,6.749749183654785156e-01,1.968680024147033691e-01,-5.201914533972740173e-02,7.263458967208862305e-01,4.533604085445404053e-01,-2.876266092061996460e-02,7.238899469375610352e-01,3.396855294704437256e-01,-4.202775657176971436e-02,7.208384275436401367e-01,2.708181738853454590e-01,-5.205725133419036865e-02,7.166053652763366699e-01,2.134315371513366699e-01,-5.962455272674560547e-02,7.612382173538208008e-01,4.794967770576477051e-01,-3.758259862661361694e-02,7.686381340026855469e-01,3.964670300483703613e-01,-5.085862800478935242e-02,7.701392173767089844e-01,3.446149826049804688e-01,-5.592032894492149353e-02,7.685161828994750977e-01,2.987355589866638184e-01,-5.927470698952674866e-02,0.000000000000000000e+00
7.321075797080993652e-01,7.002511620521545410e-01,3.650685016509669367e-07,6.728420853614807129e-01,6.812586784362792969e-01,-1.896210946142673492e-02,6.217173337936401367e-01,6.204748153686523438e-01,-2.859326824545860291e-02,5.867839455604553223e-01,5.682610273361206055e-01,-3.703575581312179565e-02,5.564280748367309570e-01,5.327378511428833008e-01,-4.551307111978530884e-02,6.546350121498107910e-01,4.644788503646850586e-01,-1.433857064694166183e-02,6.352516412734985352e-01,3.674366772174835205e-01,-2.820963412523269653e-02,6.264581084251403809e-01,3.061602711677551270e-01,-4.111390933394432068e-02,6.208256483078002930e-01,2.533477544784545898e-01,-5.118704959750175476e-02,6.916958093643188477e-01,4.428046047687530518e-01,-1.857504248619079590e-02,6.845139265060424805e-01,3.249323964118957520e-01,-2.854292280972003937e-02,6.803104281425476074e-01,2.507263422012329102e-01,-3.954956308007240295e-02,6.765384674072265625e-01,1.907389760017395020e-01,-4.853196442127227783e-02,7.280890941619873047e-01,4.471311867237091064e-01,-2.610087394714355469e-02,7.253845930099487305e-01,3.349253535270690918e-01,-3.914376348257064819e-02,7.229145765304565430e-01,2.672600448131561279e-01,-4.902070015668869019e-02,7.183030247688293457e-01,2.095502316951751709e-01,-5.655883625149726868e-02,7.633351087570190430e-01,4.720228910446166992e-01,-3.545284643769264221e-02,7.704769372940063477e-01,3.897119164466857910e-01,-4.870681464672088623e-02,7.726783752441406250e-01,3.382508158683776855e-01,-5.374785512685775757e-02,7.713460922241210938e-01,2.918926179409027100e-01,-5.722711980342864990e-02,0.000000000000000000e+00
7.369201183319091797e-01,7.019795179367065430e-01,3.700082231716805836e-07,6.743871569633483887e-01,6.834324598312377930e-01,-1.910196244716644287e-02,6.209076046943664551e-01,6.264293193817138672e-01,-2.977674268186092377e-02,5.862008333206176758e-01,5.741649270057678223e-01,-3.902765363454818726e-02,5.571312904357910156e-01,5.346307754516601562e-01,-4.837107658386230469e-02,6.552375555038452148e-01,4.674375951290130615e-01,-1.821648329496383667e-02,6.342489719390869141e-01,3.665289282798767090e-01,-3.316229954361915588e-02,6.248948574066162109e-01,3.033745288848876953e-01,-4.648708924651145935e-02,6.188668608665466309e-01,2.488890141248703003e-01,-5.658419802784919739e-02,6.936523318290710449e-01,4.444882869720458984e-01,-2.259044535458087921e-02,6.852703094482421875e-01,3.222042322158813477e-01,-3.323979303240776062e-02,6.801491975784301758e-01,2.451643347740173340e-01,-4.447973519563674927e-02,6.759864687919616699e-01,1.836648881435394287e-01,-5.355800315737724304e-02,7.313113808631896973e-01,4.479166269302368164e-01,-2.997382730245590210e-02,7.277517318725585938e-01,3.322775959968566895e-01,-4.335846006870269775e-02,7.240272164344787598e-01,2.612004876136779785e-01,-5.372848734259605408e-02,7.190371155738830566e-01,2.023869156837463379e-01,-6.159915402531623840e-02,7.676846385002136230e-01,4.719244241714477539e-01,-3.906076028943061829e-02,7.743147611618041992e-01,3.874560296535491943e-01,-5.267681553959846497e-02,7.754011750221252441e-01,3.337436914443969727e-01,-5.785432457923889160e-02,7.736343741416931152e-01,2.859762609004974365e-01,-6.129013374447822571e-02,0.000000000000000000e+00
7.380086183547973633e-01,7.107608318328857422e-01,4.127813326704199426e-07,6.721104979515075684e-01,6.947664022445678711e-01,-2.159917354583740234e-02,6.184530258178710938e-01,6.360192298889160156e-01,-3.287868574261665344e-02,5.837125778198242188e-01,5.816274881362915039e-01,-4.244200140237808228e-02,5.543028712272644043e-01,5.410014986991882324e-01,-5.184663087129592896e-02,6.529160737991333008e-01,4.694188535213470459e-01,-1.819799095392227173e-02,6.316770315170288086e-01,3.679488301277160645e-01,-3.328777104616165161e-02,6.223511695861816406e-01,3.031722903251647949e-01,-4.710406064987182617e-02,6.164619326591491699e-01,2.474429905414581299e-01,-5.766209587454795837e-02,6.926165223121643066e-01,4.452971220016479492e-01,-2.219927124679088593e-02,6.842717528343200684e-01,3.213543891906738281e-01,-3.320707008242607117e-02,6.792205572128295898e-01,2.417656332254409790e-01,-4.512676596641540527e-02,6.753713488578796387e-01,1.783846914768218994e-01,-5.454156547784805298e-02,7.318084836006164551e-01,4.488245844841003418e-01,-2.966924570500850677e-02,7.275679111480712891e-01,3.298451900482177734e-01,-4.407374560832977295e-02,7.237057685852050781e-01,2.571097612380981445e-01,-5.528132990002632141e-02,7.188784480094909668e-01,1.961876153945922852e-01,-6.345009803771972656e-02,7.698122262954711914e-01,4.744223356246948242e-01,-3.911268338561058044e-02,7.767689228057861328e-01,3.872767090797424316e-01,-5.387594178318977356e-02,7.779123783111572266e-01,3.310111165046691895e-01,-5.982493981719017029e-02,7.762135863304138184e-01,2.807382345199584961e-01,-6.359510868787765503e-02,0.000000000000000000e+00
7.432484030723571777e-01,7.141902446746826172e-01,4.360972241101990221e-07,6.726401448249816895e-01,7.021086812019348145e-01,-2.199500612914562225e-02,6.160808801651000977e-01,6.433058977127075195e-01,-3.401044011116027832e-02,5.782307982444763184e-01,5.867990255355834961e-01,-4.391717165708541870e-02,5.446366667747497559e-01,5.496180653572082520e-01,-5.399446934461593628e-02,6.507786512374877930e-01,4.747565686702728271e-01,-2.219740673899650574e-02,6.283180713653564453e-01,3.672364652156829834e-01,-3.735404461622238159e-02,6.192465424537658691e-01,2.992970645427703857e-01,-5.048242211341857910e-02,6.133311390876770020e-01,2.416312545537948608e-01,-6.042756140232086182e-02,6.927618980407714844e-01,4.488976597785949707e-01,-2.600682713091373444e-02,6.825886368751525879e-01,3.181794881820678711e-01,-3.699461370706558228e-02,6.769504547119140625e-01,2.353047430515289307e-01,-4.869226738810539246e-02,6.725469827651977539e-01,1.697427630424499512e-01,-5.800244584679603577e-02,7.340214252471923828e-01,4.528318047523498535e-01,-3.291201591491699219e-02,7.277221083641052246e-01,3.283436894416809082e-01,-4.781167581677436829e-02,7.228732109069824219e-01,2.508532404899597168e-01,-6.000017002224922180e-02,7.176291942596435547e-01,1.869832575321197510e-01,-6.886016577482223511e-02,7.734400033950805664e-01,4.783427715301513672e-01,-4.150775074958801270e-02,7.788730859756469727e-01,3.880046606063842773e-01,-5.701834708452224731e-02,7.798104286193847656e-01,3.300094604492187500e-01,-6.350479274988174438e-02,7.784384489059448242e-01,2.787793874740600586e-01,-6.758566200733184814e-02,0.000000000000000000e+00
